id,from,to
718,rodent.n.01,beaver.n.07
719,beaver.n.07,old_world_beaver.n.01
720,mammal.n.01,placental.n.01
721,placental.n.01,ungulate.n.01
722,ungulate.n.01,odd-toed_ungulate.n.01
723,odd-toed_ungulate.n.01,equine.n.01
724,equine.n.01,horse.n.01
725,horse.n.01,palomino.n.01
726,mammal.n.01,placental.n.01
727,placental.n.01,ungulate.n.01
728,ungulate.n.01,odd-toed_ungulate.n.01
729,odd-toed_ungulate.n.01,equine.n.01
730,equine.n.01,horse.n.01
731,horse.n.01,pony.n.01
732,pony.n.01,mustang.n.01
733,mammal.n.01,placental.n.01
734,placental.n.01,carnivore.n.01
735,carnivore.n.01,canine.n.02
736,canine.n.02,dog.n.01
737,dog.n.01,hunting_dog.n.01
738,hunting_dog.n.01,terrier.n.01
739,mammal.n.01,placental.n.01
740,placental.n.01,insectivore.n.01
741,insectivore.n.01,tenrec.n.01
742,mammal.n.01,placental.n.01
743,placental.n.01,pachyderm.n.01
744,mammal.n.01,placental.n.01
745,placental.n.01,carnivore.n.01
746,carnivore.n.01,canine.n.02
747,canine.n.02,dog.n.01
748,dog.n.01,hunting_dog.n.01
749,hunting_dog.n.01,sporting_dog.n.01
750,sporting_dog.n.01,spaniel.n.01
751,spaniel.n.01,water_spaniel.n.01
752,water_spaniel.n.01,irish_water_spaniel.n.01
753,mammal.n.01,placental.n.01
754,placental.n.01,ungulate.n.01
755,ungulate.n.01,odd-toed_ungulate.n.01
756,odd-toed_ungulate.n.01,equine.n.01
757,equine.n.01,horse.n.01
758,horse.n.01,roan.n.02
759,mammal.n.01,placental.n.01
760,placental.n.01,bat.n.01
761,bat.n.01,carnivorous_bat.n.01
762,carnivorous_bat.n.01,brown_bat.n.01
763,mammal.n.01,placental.n.01
764,placental.n.01,ungulate.n.01
765,ungulate.n.01,odd-toed_ungulate.n.01
766,odd-toed_ungulate.n.01,equine.n.01
767,equine.n.01,zebra.n.01
768,zebra.n.01,grevy's_zebra.n.01
769,mammal.n.01,placental.n.01
770,placental.n.01,carnivore.n.01
771,carnivore.n.01,canine.n.02
772,canine.n.02,dog.n.01
773,dog.n.01,hunting_dog.n.01
774,hunting_dog.n.01,hound.n.01
775,hound.n.01,foxhound.n.01
776,foxhound.n.01,walker_hound.n.01
777,mammal.n.01,placental.n.01
778,placental.n.01,ungulate.n.01
779,ungulate.n.01,odd-toed_ungulate.n.01
780,odd-toed_ungulate.n.01,equine.n.01
781,equine.n.01,horse.n.01
782,horse.n.01,steeplechaser.n.01
783,mammal.n.01,placental.n.01
784,placental.n.01,ungulate.n.01
785,ungulate.n.01,even-toed_ungulate.n.01
786,even-toed_ungulate.n.01,ruminant.n.01
787,ruminant.n.01,bovid.n.01
788,bovid.n.01,sheep.n.01
789,sheep.n.01,domestic_sheep.n.01
790,mammal.n.01,placental.n.01
791,placental.n.01,carnivore.n.01
792,carnivore.n.01,canine.n.02
793,canine.n.02,dog.n.01
794,dog.n.01,hunting_dog.n.01
795,hunting_dog.n.01,hound.n.01
796,hound.n.01,weimaraner.n.01
797,mammal.n.01,placental.n.01
798,placental.n.01,carnivore.n.01
799,carnivore.n.01,canine.n.02
800,canine.n.02,dog.n.01
801,dog.n.01,working_dog.n.01
802,working_dog.n.01,sennenhunde.n.01
803,sennenhunde.n.01,bernese_mountain_dog.n.01
804,mammal.n.01,placental.n.01
805,placental.n.01,carnivore.n.01
806,carnivore.n.01,musteline_mammal.n.01
807,musteline_mammal.n.01,weasel.n.02
808,weasel.n.02,muishond.n.01
809,mammal.n.01,placental.n.01
810,placental.n.01,carnivore.n.01
811,carnivore.n.01,canine.n.02
812,canine.n.02,dog.n.01
813,dog.n.01,hunting_dog.n.01
814,hunting_dog.n.01,terrier.n.01
815,terrier.n.01,kerry_blue_terrier.n.01
816,mammal.n.01,placental.n.01
817,placental.n.01,rodent.n.01
818,rodent.n.01,squirrel.n.01
819,squirrel.n.01,american_flying_squirrel.n.01
820,mammal.n.01,placental.n.01
821,placental.n.01,ungulate.n.01
822,ungulate.n.01,even-toed_ungulate.n.01
823,even-toed_ungulate.n.01,ruminant.n.01
824,ruminant.n.01,bovid.n.01
825,bovid.n.01,bovine.n.01
826,bovine.n.01,cattle.n.01
827,cattle.n.01,red_poll.n.01
828,mammal.n.01,placental.n.01
829,placental.n.01,carnivore.n.01
830,carnivore.n.01,feline.n.01
831,feline.n.01,cat.n.01
832,cat.n.01,domestic_cat.n.01
833,mammal.n.01,placental.n.01
834,placental.n.01,ungulate.n.01
835,ungulate.n.01,even-toed_ungulate.n.01
836,even-toed_ungulate.n.01,ruminant.n.01
837,ruminant.n.01,bovid.n.01
838,bovid.n.01,antelope.n.01
839,antelope.n.01,kudu.n.01
840,kudu.n.01,lesser_kudu.n.01
841,mammal.n.01,placental.n.01
842,placental.n.01,rodent.n.01
843,rodent.n.01,mole_rat.n.01
844,mammal.n.01,placental.n.01
845,placental.n.01,ungulate.n.01
846,ungulate.n.01,even-toed_ungulate.n.01
847,even-toed_ungulate.n.01,ruminant.n.01
848,ruminant.n.01,bovid.n.01
849,bovid.n.01,goat.n.01
850,goat.n.01,billy.n.02
851,mammal.n.01,placental.n.01
852,placental.n.01,rodent.n.01
853,rodent.n.01,rat.n.01
854,rat.n.01,rice_rat.n.01
855,mammal.n.01,placental.n.01
856,placental.n.01,ungulate.n.01
857,ungulate.n.01,odd-toed_ungulate.n.01
858,odd-toed_ungulate.n.01,equine.n.01
859,equine.n.01,horse.n.01
860,horse.n.01,liver_chestnut.n.01
861,mammal.n.01,placental.n.01
862,placental.n.01,ungulate.n.01
863,ungulate.n.01,even-toed_ungulate.n.01
864,even-toed_ungulate.n.01,ruminant.n.01
865,ruminant.n.01,bovid.n.01
866,bovid.n.01,goat_antelope.n.01
867,goat_antelope.n.01,chamois.n.02
868,mammal.n.01,placental.n.01
869,placental.n.01,primate.n.02
870,primate.n.02,monkey.n.01
871,monkey.n.01,new_world_monkey.n.01
872,new_world_monkey.n.01,marmoset.n.01
873,marmoset.n.01,tamarin.n.01
874,tamarin.n.01,silky_tamarin.n.01
875,mammal.n.01,placental.n.01
876,placental.n.01,lagomorph.n.01
877,mammal.n.01,placental.n.01
878,placental.n.01,ungulate.n.01
879,ungulate.n.01,odd-toed_ungulate.n.01
880,odd-toed_ungulate.n.01,equine.n.01
881,equine.n.01,horse.n.01
882,horse.n.01,wild_horse.n.01
883,wild_horse.n.01,warrigal.n.01
884,mammal.n.01,placental.n.01
885,placental.n.01,rodent.n.01
886,rodent.n.01,murine.n.01
887,mammal.n.01,placental.n.01
888,placental.n.01,carnivore.n.01
889,carnivore.n.01,viverrine.n.01
890,viverrine.n.01,mongoose.n.01
891,mammal.n.01,placental.n.01
892,placental.n.01,lagomorph.n.01
893,lagomorph.n.01,leporid.n.01
894,leporid.n.01,rabbit.n.01
895,rabbit.n.01,bunny.n.02
896,mammal.n.01,placental.n.01
897,placental.n.01,primate.n.02
898,primate.n.02,lemur.n.01
899,mammal.n.01,placental.n.01
900,placental.n.01,edentate.n.01
901,edentate.n.01,megatherian.n.01
902,mammal.n.01,placental.n.01
903,placental.n.01,carnivore.n.01
904,carnivore.n.01,canine.n.02
905,canine.n.02,dog.n.01
906,dog.n.01,hunting_dog.n.01
907,hunting_dog.n.01,sporting_dog.n.01
908,sporting_dog.n.01,setter.n.02
909,setter.n.02,english_setter.n.01
910,mammal.n.01,placental.n.01
911,placental.n.01,aquatic_mammal.n.01
912,aquatic_mammal.n.01,cetacean.n.01
913,cetacean.n.01,whale.n.02
914,whale.n.02,toothed_whale.n.01
915,toothed_whale.n.01,dolphin.n.02
916,dolphin.n.02,common_dolphin.n.01
917,mammal.n.01,placental.n.01
918,placental.n.01,pachyderm.n.01
919,pachyderm.n.01,elephant.n.01
920,elephant.n.01,gomphothere.n.01
921,mammal.n.01,placental.n.01
922,placental.n.01,proboscidean.n.01
923,proboscidean.n.01,elephant.n.01
924,elephant.n.01,gomphothere.n.01
925,mammal.n.01,placental.n.01
926,placental.n.01,ungulate.n.01
927,ungulate.n.01,odd-toed_ungulate.n.01
928,odd-toed_ungulate.n.01,equine.n.01
929,equine.n.01,horse.n.01
930,horse.n.01,harness_horse.n.01
931,harness_horse.n.01,hackney.n.02
932,mammal.n.01,placental.n.01
933,placental.n.01,digitigrade_mammal.n.01
934,mammal.n.01,fossorial_mammal.n.01
935,fossorial_mammal.n.01,damaraland_mole_rat.n.01
936,mammal.n.01,placental.n.01
937,placental.n.01,ungulate.n.01
938,ungulate.n.01,odd-toed_ungulate.n.01
939,odd-toed_ungulate.n.01,rhinoceros.n.01
940,rhinoceros.n.01,black_rhinoceros.n.01
941,mammal.n.01,placental.n.01
942,placental.n.01,rodent.n.01
943,rodent.n.01,prairie_dog.n.01
944,prairie_dog.n.01,blacktail_prairie_dog.n.01
945,mammal.n.01,placental.n.01
946,placental.n.01,aquatic_mammal.n.01
947,aquatic_mammal.n.01,cetacean.n.01
948,cetacean.n.01,whale.n.02
949,whale.n.02,baleen_whale.n.01
950,baleen_whale.n.01,grey_whale.n.01
951,mammal.n.01,placental.n.01
952,placental.n.01,ungulate.n.01
953,ungulate.n.01,odd-toed_ungulate.n.01
954,odd-toed_ungulate.n.01,equine.n.01
955,equine.n.01,horse.n.01
956,horse.n.01,stablemate.n.01
957,mammal.n.01,placental.n.01
958,placental.n.01,bat.n.01
959,bat.n.01,carnivorous_bat.n.01
960,carnivorous_bat.n.01,vespertilian_bat.n.01
961,vespertilian_bat.n.01,long-eared_bat.n.01
962,long-eared_bat.n.01,western_big-eared_bat.n.01
963,mammal.n.01,placental.n.01
964,placental.n.01,fissipedia.n.01
965,mammal.n.01,placental.n.01
966,placental.n.01,rodent.n.01
967,rodent.n.01,rat.n.01
968,mammal.n.01,placental.n.01
969,placental.n.01,bat.n.01
970,bat.n.01,carnivorous_bat.n.01
971,carnivorous_bat.n.01,leafnose_bat.n.01
972,leafnose_bat.n.01,horseshoe_bat.n.01
973,mammal.n.01,placental.n.01
974,placental.n.01,rodent.n.01
975,rodent.n.01,rat.n.01
976,rat.n.01,pocket_rat.n.01
977,pocket_rat.n.01,pocket_mouse.n.01
978,pocket_mouse.n.01,hispid_pocket_mouse.n.01
979,mammal.n.01,placental.n.01
980,placental.n.01,primate.n.02
981,primate.n.02,hominid.n.01
982,hominid.n.01,sivapithecus.n.01
983,mammal.n.01,placental.n.01
984,placental.n.01,carnivore.n.01
985,carnivore.n.01,procyonid.n.01
986,procyonid.n.01,raccoon.n.02
987,raccoon.n.02,common_raccoon.n.01
988,mammal.n.01,placental.n.01
989,placental.n.01,ungulate.n.01
990,ungulate.n.01,odd-toed_ungulate.n.01
991,odd-toed_ungulate.n.01,equine.n.01
992,equine.n.01,horse.n.01
993,horse.n.01,wild_horse.n.01
994,mammal.n.01,placental.n.01
995,placental.n.01,carnivore.n.01
996,carnivore.n.01,feline.n.01
997,feline.n.01,big_cat.n.01
998,big_cat.n.01,liger.n.01
999,mammal.n.01,placental.n.01
1000,placental.n.01,carnivore.n.01
1001,carnivore.n.01,canine.n.02
1002,canine.n.02,hyena.n.01
1003,hyena.n.01,spotted_hyena.n.01
1004,mammal.n.01,placental.n.01
1005,placental.n.01,carnivore.n.01
1006,carnivore.n.01,canine.n.02
1007,canine.n.02,dog.n.01
1008,dog.n.01,hunting_dog.n.01
1009,hunting_dog.n.01,sporting_dog.n.01
1010,sporting_dog.n.01,spaniel.n.01
1011,spaniel.n.01,cocker_spaniel.n.01
1012,mammal.n.01,placental.n.01
1013,placental.n.01,aquatic_mammal.n.01
1014,aquatic_mammal.n.01,cetacean.n.01
1015,cetacean.n.01,whale.n.02
1016,whale.n.02,baleen_whale.n.01
1017,baleen_whale.n.01,rorqual.n.01
1018,rorqual.n.01,lesser_rorqual.n.01
1019,mammal.n.01,placental.n.01
1020,placental.n.01,insectivore.n.01
1021,mammal.n.01,placental.n.01
1022,placental.n.01,carnivore.n.01
1023,carnivore.n.01,canine.n.02
1024,canine.n.02,dog.n.01
1025,dog.n.01,spitz.n.01
1026,spitz.n.01,pomeranian.n.01
1027,mammal.n.01,placental.n.01
1028,placental.n.01,insectivore.n.01
1029,insectivore.n.01,shrew.n.02
1030,shrew.n.02,water_shrew.n.01
1031,water_shrew.n.01,american_water_shrew.n.01
1032,mammal.n.01,placental.n.01
1033,placental.n.01,carnivore.n.01
1034,carnivore.n.01,canine.n.02
1035,canine.n.02,dog.n.01
1036,dog.n.01,spitz.n.01
1037,spitz.n.01,chow.n.03
1038,mammal.n.01,placental.n.01
1039,placental.n.01,bat.n.01
1040,bat.n.01,carnivorous_bat.n.01
1041,carnivorous_bat.n.01,leafnose_bat.n.01
1042,leafnose_bat.n.01,false_vampire.n.01
1043,false_vampire.n.01,big-eared_bat.n.01
1044,mammal.n.01,placental.n.01
1045,placental.n.01,aquatic_mammal.n.01
1046,mammal.n.01,placental.n.01
1047,placental.n.01,rodent.n.01
1048,rodent.n.01,prairie_dog.n.01
1049,prairie_dog.n.01,whitetail_prairie_dog.n.01
1050,mammal.n.01,metatherian.n.01
1051,metatherian.n.01,marsupial.n.01
1052,marsupial.n.01,phalanger.n.01
1053,phalanger.n.01,flying_phalanger.n.01
1054,mammal.n.01,placental.n.01
1055,placental.n.01,carnivore.n.01
1056,carnivore.n.01,canine.n.02
1057,canine.n.02,dog.n.01
1058,dog.n.01,hunting_dog.n.01
1059,hunting_dog.n.01,terrier.n.01
1060,terrier.n.01,bullterrier.n.01
1061,mammal.n.01,placental.n.01
1062,placental.n.01,primate.n.02
1063,primate.n.02,hominid.n.01
1064,hominid.n.01,dryopithecine.n.01
1065,mammal.n.01,placental.n.01
1066,placental.n.01,rodent.n.01
1067,rodent.n.01,porcupine.n.01
1068,porcupine.n.01,new_world_porcupine.n.01
1069,new_world_porcupine.n.01,canada_porcupine.n.01
1070,mammal.n.01,placental.n.01
1071,placental.n.01,hyrax.n.01
1072,hyrax.n.01,rock_hyrax.n.01
1073,mammal.n.01,placental.n.01
1074,placental.n.01,ungulate.n.01
1075,ungulate.n.01,odd-toed_ungulate.n.01
1076,odd-toed_ungulate.n.01,equine.n.01
1077,equine.n.01,horse.n.01
1078,horse.n.01,saddle_horse.n.01
1079,saddle_horse.n.01,tennessee_walker.n.01
1080,mammal.n.01,placental.n.01
1081,placental.n.01,primate.n.02
1082,primate.n.02,lemur.n.01
1083,lemur.n.01,slender_loris.n.01
1084,mammal.n.01,placental.n.01
1085,placental.n.01,carnivore.n.01
1086,carnivore.n.01,procyonid.n.01
1087,procyonid.n.01,kinkajou.n.01
1088,mammal.n.01,placental.n.01
1089,placental.n.01,bat.n.01
1090,bat.n.01,carnivorous_bat.n.01
1091,carnivorous_bat.n.01,vespertilian_bat.n.01
1092,vespertilian_bat.n.01,pallid_bat.n.01
1093,mammal.n.01,placental.n.01
1094,placental.n.01,carnivore.n.01
1095,carnivore.n.01,musteline_mammal.n.01
1096,musteline_mammal.n.01,tayra.n.01
1097,mammal.n.01,placental.n.01
1098,placental.n.01,ungulate.n.01
1099,ungulate.n.01,even-toed_ungulate.n.01
1100,even-toed_ungulate.n.01,ruminant.n.01
1101,ruminant.n.01,bovid.n.01
1102,bovid.n.01,wild_sheep.n.01
1103,mammal.n.01,placental.n.01
1104,placental.n.01,bat.n.01
1105,bat.n.01,carnivorous_bat.n.01
1106,carnivorous_bat.n.01,leafnose_bat.n.01
1107,leafnose_bat.n.01,phyllostomus_hastatus.n.01
1108,mammal.n.01,placental.n.01
1109,placental.n.01,primate.n.02
1110,primate.n.02,hominid.n.01
1111,hominid.n.01,australopithecine.n.01
1112,australopithecine.n.01,australopithecus_africanus.n.01
1113,mammal.n.01,placental.n.01
1114,placental.n.01,carnivore.n.01
1115,carnivore.n.01,canine.n.02
1116,canine.n.02,dog.n.01
1117,dog.n.01,leonberg.n.01
1118,mammal.n.01,placental.n.01
1119,placental.n.01,rodent.n.01
1120,rodent.n.01,cotton_rat.n.01
1121,mammal.n.01,placental.n.01
1122,placental.n.01,ungulate.n.01
1123,ungulate.n.01,odd-toed_ungulate.n.01
1124,odd-toed_ungulate.n.01,rhinoceros.n.01
1125,rhinoceros.n.01,indian_rhinoceros.n.01
1126,mammal.n.01,placental.n.01
1127,placental.n.01,rodent.n.01
1128,rodent.n.01,rat.n.01
1129,rat.n.01,pocket_rat.n.01
1130,pocket_rat.n.01,pocket_mouse.n.01
1131,pocket_mouse.n.01,mexican_pocket_mouse.n.01
1132,mammal.n.01,placental.n.01
1133,placental.n.01,primate.n.02
1134,primate.n.02,monkey.n.01
1135,monkey.n.01,new_world_monkey.n.01
1136,new_world_monkey.n.01,marmoset.n.01
1137,marmoset.n.01,tamarin.n.01
1138,mammal.n.01,placental.n.01
1139,placental.n.01,carnivore.n.01
1140,carnivore.n.01,musteline_mammal.n.01
1141,musteline_mammal.n.01,weasel.n.02
1142,mammal.n.01,placental.n.01
1143,placental.n.01,carnivore.n.01
1144,carnivore.n.01,canine.n.02
1145,canine.n.02,dog.n.01
1146,dog.n.01,working_dog.n.01
1147,working_dog.n.01,watchdog.n.02
1148,watchdog.n.02,pinscher.n.01
1149,mammal.n.01,placental.n.01
1150,placental.n.01,carnivore.n.01
1151,carnivore.n.01,feline.n.01
1152,feline.n.01,cat.n.01
1153,cat.n.01,wildcat.n.03
1154,wildcat.n.03,lynx.n.02
1155,lynx.n.02,spotted_lynx.n.01
1156,mammal.n.01,placental.n.01
1157,placental.n.01,bat.n.01
1158,bat.n.01,carnivorous_bat.n.01
1159,carnivorous_bat.n.01,vespertilian_bat.n.01
1160,mammal.n.01,placental.n.01
1161,placental.n.01,primate.n.02
1162,primate.n.02,hominid.n.01
1163,hominid.n.01,homo.n.02
1164,homo.n.02,homo_soloensis.n.01
1165,mammal.n.01,placental.n.01
1166,placental.n.01,ungulate.n.01
1167,ungulate.n.01,even-toed_ungulate.n.01
1168,even-toed_ungulate.n.01,swine.n.01
1169,mammal.n.01,prototherian.n.01
1170,prototherian.n.01,monotreme.n.01
1171,monotreme.n.01,echidna.n.01
1172,mammal.n.01,placental.n.01
1173,placental.n.01,rodent.n.01
1174,rodent.n.01,jerboa.n.01
1175,mammal.n.01,placental.n.01
1176,placental.n.01,aquatic_mammal.n.01
1177,aquatic_mammal.n.01,cetacean.n.01
1178,cetacean.n.01,whale.n.02
1179,whale.n.02,baleen_whale.n.01
1180,baleen_whale.n.01,rorqual.n.01
1181,rorqual.n.01,finback.n.01
1182,mammal.n.01,placental.n.01
1183,placental.n.01,lagomorph.n.01
1184,lagomorph.n.01,duplicidentata.n.01
1185,mammal.n.01,placental.n.01
1186,placental.n.01,carnivore.n.01
1187,carnivore.n.01,canine.n.02
1188,canine.n.02,dog.n.01
1189,dog.n.01,hunting_dog.n.01
1190,hunting_dog.n.01,hound.n.01
1191,hound.n.01,coonhound.n.01
1192,mammal.n.01,placental.n.01
1193,placental.n.01,ungulate.n.01
1194,ungulate.n.01,odd-toed_ungulate.n.01
1195,odd-toed_ungulate.n.01,equine.n.01
1196,equine.n.01,horse.n.01
1197,horse.n.01,male_horse.n.01
1198,mammal.n.01,placental.n.01
1199,placental.n.01,insectivore.n.01
1200,insectivore.n.01,otter_shrew.n.01
1201,mammal.n.01,placental.n.01
1202,placental.n.01,ungulate.n.01
1203,ungulate.n.01,odd-toed_ungulate.n.01
1204,odd-toed_ungulate.n.01,equine.n.01
1205,equine.n.01,horse.n.01
1206,horse.n.01,harness_horse.n.01
1207,mammal.n.01,placental.n.01
1208,placental.n.01,aquatic_mammal.n.01
1209,aquatic_mammal.n.01,pinniped_mammal.n.01
1210,pinniped_mammal.n.01,walrus.n.01
1211,walrus.n.01,pacific_walrus.n.01
1212,mammal.n.01,placental.n.01
1213,placental.n.01,ungulate.n.01
1214,ungulate.n.01,even-toed_ungulate.n.01
1215,even-toed_ungulate.n.01,ruminant.n.01
1216,ruminant.n.01,chevrotain.n.01
1217,mammal.n.01,placental.n.01
1218,placental.n.01,ungulate.n.01
1219,ungulate.n.01,even-toed_ungulate.n.01
1220,even-toed_ungulate.n.01,llama.n.01
1221,llama.n.01,alpaca.n.03
1222,mammal.n.01,placental.n.01
1223,placental.n.01,rodent.n.01
1224,rodent.n.01,mouse.n.01
1225,mouse.n.01,harvest_mouse.n.02
1226,mammal.n.01,placental.n.01
1227,placental.n.01,carnivore.n.01
1228,carnivore.n.01,musteline_mammal.n.01
1229,musteline_mammal.n.01,weasel.n.02
1230,weasel.n.02,old_world_least_weasel.n.01
1231,mammal.n.01,placental.n.01
1232,placental.n.01,insectivore.n.01
1233,insectivore.n.01,mole.n.06
1234,mammal.n.01,placental.n.01
1235,placental.n.01,primate.n.02
1236,primate.n.02,hominid.n.01
1237,hominid.n.01,australopithecine.n.01
1238,australopithecine.n.01,australopithecus_robustus.n.01
1239,mammal.n.01,placental.n.01
1240,placental.n.01,carnivore.n.01
1241,carnivore.n.01,canine.n.02
1242,canine.n.02,dog.n.01
1243,dog.n.01,hunting_dog.n.01
1244,hunting_dog.n.01,terrier.n.01
1245,terrier.n.01,norwich_terrier.n.01
1246,mammal.n.01,placental.n.01
1247,placental.n.01,carnivore.n.01
1248,carnivore.n.01,feline.n.01
1249,feline.n.01,big_cat.n.01
1250,big_cat.n.01,leopard.n.02
1251,leopard.n.02,leopardess.n.01
1252,mammal.n.01,placental.n.01
1253,placental.n.01,carnivore.n.01
1254,carnivore.n.01,canine.n.02
1255,canine.n.02,dog.n.01
1256,dog.n.01,hunting_dog.n.01
1257,hunting_dog.n.01,terrier.n.01
1258,terrier.n.01,tibetan_terrier.n.01
1259,mammal.n.01,placental.n.01
1260,placental.n.01,insectivore.n.01
1261,insectivore.n.01,mole.n.06
1262,mole.n.06,shrew_mole.n.01
1263,mammal.n.01,placental.n.01
1264,placental.n.01,rodent.n.01
1265,rodent.n.01,squirrel.n.01
1266,squirrel.n.01,ground_squirrel.n.02
1267,ground_squirrel.n.02,rock_squirrel.n.01
1268,mammal.n.01,placental.n.01
1269,placental.n.01,carnivore.n.01
1270,carnivore.n.01,viverrine.n.01
1271,viverrine.n.01,civet.n.01
1272,mammal.n.01,placental.n.01
1273,placental.n.01,ungulate.n.01
1274,ungulate.n.01,even-toed_ungulate.n.01
1275,even-toed_ungulate.n.01,ruminant.n.01
1276,ruminant.n.01,bovid.n.01
1277,bovid.n.01,goat_antelope.n.01
1278,goat_antelope.n.01,mountain_goat.n.01
1279,mammal.n.01,placental.n.01
1280,placental.n.01,carnivore.n.01
1281,carnivore.n.01,musteline_mammal.n.01
1282,mammal.n.01,placental.n.01
1283,placental.n.01,carnivore.n.01
1284,carnivore.n.01,canine.n.02
1285,canine.n.02,dog.n.01
1286,dog.n.01,working_dog.n.01
1287,working_dog.n.01,boxer.n.04
1288,mammal.n.01,placental.n.01
1289,placental.n.01,lagomorph.n.01
1290,lagomorph.n.01,pika.n.01
1291,pika.n.01,collared_pika.n.01
1292,mammal.n.01,placental.n.01
1293,placental.n.01,carnivore.n.01
1294,carnivore.n.01,canine.n.02
1295,canine.n.02,dog.n.01
1296,dog.n.01,puppy.n.01
1297,mammal.n.01,placental.n.01
1298,placental.n.01,primate.n.02
1299,primate.n.02,monkey.n.01
1300,monkey.n.01,old_world_monkey.n.01
1301,old_world_monkey.n.01,langur.n.01
1302,langur.n.01,entellus.n.01
1303,mammal.n.01,placental.n.01
1304,placental.n.01,aquatic_mammal.n.01
1305,aquatic_mammal.n.01,sea_cow.n.01
1306,mammal.n.01,placental.n.01
1307,placental.n.01,carnivore.n.01
1308,carnivore.n.01,musteline_mammal.n.01
1309,musteline_mammal.n.01,grison.n.01
1310,mammal.n.01,placental.n.01
1311,placental.n.01,ungulate.n.01
1312,ungulate.n.01,odd-toed_ungulate.n.01
1313,odd-toed_ungulate.n.01,equine.n.01
1314,equine.n.01,horse.n.01
1315,horse.n.01,racehorse.n.01
1316,racehorse.n.01,two-year-old_horse.n.01
1317,mammal.n.01,placental.n.01
1318,placental.n.01,ungulate.n.01
1319,ungulate.n.01,even-toed_ungulate.n.01
1320,even-toed_ungulate.n.01,llama.n.01
1321,llama.n.01,domestic_llama.n.01
1322,mammal.n.01,placental.n.01
1323,placental.n.01,ungulate.n.01
1324,ungulate.n.01,even-toed_ungulate.n.01
1325,even-toed_ungulate.n.01,ruminant.n.01
1326,ruminant.n.01,deer.n.01
1327,deer.n.01,roe_deer.n.01
1328,mammal.n.01,placental.n.01
1329,placental.n.01,carnivore.n.01
1330,carnivore.n.01,feline.n.01
1331,feline.n.01,big_cat.n.01
1332,big_cat.n.01,saber-toothed_tiger.n.01
1333,saber-toothed_tiger.n.01,false_saber-toothed_tiger.n.01
1334,mammal.n.01,placental.n.01
1335,placental.n.01,ungulate.n.01
1336,ungulate.n.01,even-toed_ungulate.n.01
1337,even-toed_ungulate.n.01,ruminant.n.01
1338,ruminant.n.01,deer.n.01
1339,deer.n.01,muntjac.n.01
1340,mammal.n.01,placental.n.01
1341,placental.n.01,ungulate.n.01
1342,ungulate.n.01,even-toed_ungulate.n.01
1343,even-toed_ungulate.n.01,ruminant.n.01
1344,ruminant.n.01,bovid.n.01
1345,bovid.n.01,antelope.n.01
1346,antelope.n.01,impala.n.01
1347,mammal.n.01,placental.n.01
