id,A,B
667,titi.n.03,new_world_monkey.n.01
668,white_wolf.n.01,wolf.n.01
669,least_shrew.n.01,mammal.n.01
670,groundhog.n.01,mammal.n.01
671,puppy.n.01,carnivore.n.01
672,greyhound.n.01,mammal.n.01
673,lapdog.n.01,dog.n.01
674,hampshire.n.02,even-toed_ungulate.n.01
675,giant_eland.n.01,placental.n.01
676,squirrel.n.01,mammal.n.01
677,pony.n.05,ungulate.n.01
678,sealyham_terrier.n.01,mammal.n.01
679,american_black_bear.n.01,carnivore.n.01
680,arabian_camel.n.01,mammal.n.01
681,wolf_pup.n.01,carnivore.n.01
682,markhor.n.01,ruminant.n.01
683,potto.n.02,lemur.n.01
684,fox.n.01,placental.n.01
685,lemming.n.01,mammal.n.01
686,siberian_husky.n.01,working_dog.n.01
687,count_fleet.n.01,placental.n.01
688,marmoset.n.01,monkey.n.01
689,broadtail.n.02,even-toed_ungulate.n.01
690,boston_bull.n.01,mammal.n.01
691,welsh.n.03,ungulate.n.01
692,crabeater_seal.n.01,aquatic_mammal.n.01
693,freetail.n.01,carnivorous_bat.n.01
694,grey_lemming.n.01,lemming.n.01
695,merino.n.01,ungulate.n.01
696,appaloosa.n.01,odd-toed_ungulate.n.01
697,affirmed.n.01,mammal.n.01
698,jungle_cat.n.01,wildcat.n.03
699,great_ape.n.01,mammal.n.01
700,rudapithecus.n.01,mammal.n.01
701,sambar.n.01,deer.n.01
702,grey.n.07,odd-toed_ungulate.n.01
703,finback.n.01,mammal.n.01
704,guernsey.n.02,placental.n.01
705,charger.n.01,warhorse.n.03
706,mole_rat.n.01,placental.n.01
707,silky_tamarin.n.01,marmoset.n.01
708,lioness.n.01,placental.n.01
709,marten.n.01,placental.n.01
710,jaguarundi.n.01,placental.n.01
711,brewer's_mole.n.01,mammal.n.01
712,bottlenose_dolphin.n.01,placental.n.01
713,assault.n.03,horse.n.01
714,pony.n.02,ungulate.n.01
715,antelope_squirrel.n.01,rodent.n.01
716,virginia_deer.n.01,ungulate.n.01
717,prairie_vole.n.01,mammal.n.01
718,lesser_panda.n.01,carnivore.n.01
719,japanese_spaniel.n.01,carnivore.n.01
720,musk_deer.n.01,ungulate.n.01
721,vervet.n.01,primate.n.02
722,springbok.n.01,placental.n.01
723,phyllostomus_hastatus.n.01,leafnose_bat.n.01
724,tarsius_glis.n.01,placental.n.01
725,saluki.n.01,hunting_dog.n.01
726,golden_retriever.n.01,dog.n.01
727,gayal.n.01,bovine.n.01
728,razorback.n.01,ungulate.n.01
729,common_zebra.n.01,ungulate.n.01
730,atlantic_bottlenose_dolphin.n.01,toothed_whale.n.01
731,coach_horse.n.01,odd-toed_ungulate.n.01
732,guide_dog.n.01,canine.n.02
733,ox.n.02,ruminant.n.01
734,friesian.n.01,ungulate.n.01
735,stepper.n.03,odd-toed_ungulate.n.01
736,bedlington_terrier.n.01,placental.n.01
737,working_dog.n.01,placental.n.01
738,mapinguari.n.01,mylodontid.n.01
739,feist.n.01,cur.n.01
740,monkey.n.01,primate.n.02
741,kangaroo_rat.n.01,pocket_rat.n.01
742,baboon.n.01,monkey.n.01
743,gayal.n.01,asian_wild_ox.n.01
744,silky_anteater.n.01,mammal.n.01
745,false_saber-toothed_tiger.n.01,mammal.n.01
746,central_chimpanzee.n.01,great_ape.n.01
747,sassaby.n.01,mammal.n.01
748,taguan.n.01,asiatic_flying_squirrel.n.01
749,cape_buffalo.n.01,old_world_buffalo.n.01
750,malinois.n.01,belgian_sheepdog.n.01
751,norfolk_terrier.n.01,canine.n.02
752,woolly_indris.n.01,lemur.n.01
753,steller's_sea_cow.n.01,aquatic_mammal.n.01
754,ferret_badger.n.01,placental.n.01
755,serotine.n.01,vespertilian_bat.n.01
756,west_highland_white_terrier.n.01,mammal.n.01
757,standard_schnauzer.n.01,mammal.n.01
758,housedog.n.01,mammal.n.01
759,mountain_goat.n.01,placental.n.01
760,mantled_ground_squirrel.n.01,squirrel.n.01
761,crab-eating_opossum.n.01,metatherian.n.01
762,coach_horse.n.01,draft_horse.n.01
763,german_shepherd.n.01,mammal.n.01
764,manatee.n.01,aquatic_mammal.n.01
765,kudu.n.01,ungulate.n.01
766,cheetah.n.01,mammal.n.01
767,yearling.n.02,ungulate.n.01
768,clydesdale.n.01,ungulate.n.01
769,workhorse.n.02,horse.n.01
770,masked_shrew.n.01,shrew.n.02
771,manatee.n.01,mammal.n.01
772,kerry_blue_terrier.n.01,terrier.n.01
773,little_brown_bat.n.01,placental.n.01
774,suricate.n.01,carnivore.n.01
775,pteropus_capestratus.n.01,fruit_bat.n.01
776,spitz.n.01,placental.n.01
777,clydesdale_terrier.n.01,dog.n.01
778,gopher.n.04,rodent.n.01
779,deer_mouse.n.01,wood_mouse.n.01
780,spider_monkey.n.01,mammal.n.01
781,standard_schnauzer.n.01,carnivore.n.01
782,kit_fox.n.01,mammal.n.01
783,giant_eland.n.01,mammal.n.01
784,zebra.n.01,placental.n.01
785,desmodus_rotundus.n.01,placental.n.01
786,proconsul.n.03,placental.n.01
787,terrier.n.01,mammal.n.01
788,angora.n.02,domestic_goat.n.01
789,mapinguari.n.01,edentate.n.01
790,mustang.n.01,pony.n.01
791,peking_man.n.01,placental.n.01
792,dingo.n.01,mammal.n.01
793,fur_seal.n.02,aquatic_mammal.n.01
794,curly-coated_retriever.n.01,carnivore.n.01
795,gib.n.02,tom.n.02
796,gemsbok.n.01,ungulate.n.01
797,bunny.n.02,leporid.n.01
798,dun.n.01,horse.n.01
799,guereza.n.01,primate.n.02
800,harnessed_antelope.n.01,even-toed_ungulate.n.01
801,hackney.n.02,harness_horse.n.01
802,cocker_spaniel.n.01,hunting_dog.n.01
803,black_squirrel.n.01,squirrel.n.01
804,water_buffalo.n.01,placental.n.01
805,stoat.n.01,carnivore.n.01
806,kerry_blue_terrier.n.01,mammal.n.01
807,harbor_porpoise.n.01,mammal.n.01
808,tayra.n.01,placental.n.01
809,plott_hound.n.01,carnivore.n.01
810,grivet.n.01,guenon.n.01
811,thoroughbred.n.02,mammal.n.01
812,common_wallaby.n.01,wallaby.n.01
813,boxer.n.04,carnivore.n.01
814,river_otter.n.01,otter.n.02
815,badger.n.02,musteline_mammal.n.01
816,hartebeest.n.01,antelope.n.01
817,marsh_hare.n.01,lagomorph.n.01
818,rottweiler.n.01,carnivore.n.01
819,canine.n.02,carnivore.n.01
820,australian_terrier.n.01,canine.n.02
821,pocketed_bat.n.01,freetail.n.01
822,mink.n.03,placental.n.01
823,porpoise.n.01,whale.n.02
824,seattle_slew.n.01,odd-toed_ungulate.n.01
825,toy_spaniel.n.01,dog.n.01
826,sennenhunde.n.01,carnivore.n.01
827,ermine.n.02,weasel.n.02
828,greater_pichiciego.n.01,placental.n.01
829,great_dane.n.01,canine.n.02
830,squirrel_monkey.n.01,mammal.n.01
831,new_world_least_weasel.n.01,weasel.n.02
832,greater_kudu.n.01,bovid.n.01
833,kiang.n.01,equine.n.01
834,dusky-footed_woodrat.n.01,placental.n.01
835,norfolk_terrier.n.01,hunting_dog.n.01
836,baboon.n.01,primate.n.02
837,hartebeest.n.01,placental.n.01
838,cavy.n.01,placental.n.01
839,blacktail_jackrabbit.n.01,leporid.n.01
840,eurasian_badger.n.01,badger.n.02
841,striped_muishond.n.01,musteline_mammal.n.01
842,broodmare.n.01,mare.n.01
843,brush-tailed_phalanger.n.01,mammal.n.01
844,virginia_deer.n.01,even-toed_ungulate.n.01
845,phalanger.n.01,marsupial.n.01
846,nonstarter.n.02,ungulate.n.01
847,red-backed_mouse.n.01,vole.n.01
848,harbor_porpoise.n.01,whale.n.02
849,little_chief_hare.n.01,lagomorph.n.01
850,bettong.n.01,mammal.n.01
851,stirk.n.01,bovid.n.01
852,pooch.n.01,carnivore.n.01
853,goat_antelope.n.01,placental.n.01
854,sperm_whale.n.01,mammal.n.01
855,pinscher.n.01,canine.n.02
856,arctic_ground_squirrel.n.01,ground_squirrel.n.02
857,flying_lemur.n.01,placental.n.01
858,sloth_bear.n.01,placental.n.01
859,wisent.n.01,placental.n.01
860,steeplechaser.n.01,placental.n.01
861,smooth-haired_fox_terrier.n.01,fox_terrier.n.01
862,tasmanian_devil.n.01,mammal.n.01
863,guernsey.n.02,dairy_cattle.n.01
864,canada_lynx.n.01,carnivore.n.01
865,domestic_ass.n.01,equine.n.01
866,ass.n.03,mammal.n.01
867,collared_peccary.n.01,mammal.n.01
868,anoa.n.01,mammal.n.01
869,kangaroo_rat.n.01,rat.n.01
870,skunk.n.04,carnivore.n.01
871,yearling.n.02,equine.n.01
872,sivapithecus.n.01,placental.n.01
873,lesser_kudu.n.01,antelope.n.01
874,pygmy_chimpanzee.n.01,mammal.n.01
875,stirk.n.01,mammal.n.01
876,tennessee_walker.n.01,placental.n.01
877,pine_vole.n.01,rodent.n.01
878,eastern_dasyure.n.01,mammal.n.01
879,borzoi.n.01,canine.n.02
880,ruminant.n.01,ungulate.n.01
881,american_flying_squirrel.n.01,rodent.n.01
882,talapoin.n.01,primate.n.02
883,jennet.n.01,equine.n.01
884,western_lowland_gorilla.n.01,mammal.n.01
885,welsh_pony.n.01,pony.n.05
886,cow.n.01,bovine.n.01
887,australopithecus_boisei.n.01,australopithecine.n.01
888,schipperke.n.01,mammal.n.01
889,wood_mouse.n.01,placental.n.01
890,draft_horse.n.01,odd-toed_ungulate.n.01
891,charger.n.01,odd-toed_ungulate.n.01
892,irish_wolfhound.n.01,mammal.n.01
893,standard_poodle.n.01,dog.n.01
894,housedog.n.01,canine.n.02
895,harness_horse.n.01,equine.n.01
896,cheetah.n.01,carnivore.n.01
897,carabao.n.01,water_buffalo.n.01
898,simian.n.01,mammal.n.01
899,typical_jerboa.n.01,mammal.n.01
900,coydog.n.01,wolf.n.01
901,sorrel.n.05,odd-toed_ungulate.n.01
902,european_water_shrew.n.01,mammal.n.01
903,liver_chestnut.n.01,equine.n.01
904,rock_hyrax.n.01,hyrax.n.01
905,rock_wallaby.n.01,marsupial.n.01
906,burmese_cat.n.01,carnivore.n.01
907,terrier.n.01,carnivore.n.01
908,western_big-eared_bat.n.01,placental.n.01
909,guereza.n.01,mammal.n.01
910,mexican_hairless.n.01,placental.n.01
911,zebra.n.01,equine.n.01
912,fawn.n.02,placental.n.01
913,proconsul.n.03,hominoid.n.01
914,horse.n.01,placental.n.01
915,fur_seal.n.02,eared_seal.n.01
916,proboscis_monkey.n.01,primate.n.02
917,hackney.n.02,placental.n.01
918,saddle_horse.n.01,mammal.n.01
919,peking_man.n.01,homo.n.02
920,mastiff.n.01,working_dog.n.01
921,platypus.n.01,monotreme.n.01
922,sloth.n.02,placental.n.01
923,peccary.n.01,ungulate.n.01
924,giant_eland.n.01,even-toed_ungulate.n.01
925,mouse-eared_bat.n.01,carnivorous_bat.n.01
926,exmoor.n.01,placental.n.01
927,steed.n.01,odd-toed_ungulate.n.01
928,wisent.n.01,mammal.n.01
929,labrador_retriever.n.01,canine.n.02
930,bighorn.n.02,ungulate.n.01
931,sloth_bear.n.01,mammal.n.01
932,homo_soloensis.n.01,placental.n.01
933,killer_whale.n.01,mammal.n.01
934,greater_pichiciego.n.01,mammal.n.01
935,vizsla.n.01,mammal.n.01
936,miniature_pinscher.n.01,watchdog.n.02
937,pony.n.01,placental.n.01
938,macaque.n.01,old_world_monkey.n.01
939,tabby.n.01,feline.n.01
940,rhinoceros.n.01,placental.n.01
941,giant_kangaroo.n.01,mammal.n.01
942,pocketed_bat.n.01,carnivorous_bat.n.01
943,pachyderm.n.01,placental.n.01
944,rock_hyrax.n.01,mammal.n.01
945,marsh_hare.n.01,placental.n.01
946,red_wolf.n.01,mammal.n.01
947,soft-coated_wheaten_terrier.n.01,carnivore.n.01
948,wapiti.n.01,placental.n.01
949,nanny.n.02,even-toed_ungulate.n.01
950,thoroughbred.n.02,placental.n.01
951,great_ape.n.01,ape.n.01
952,timber_wolf.n.01,canine.n.02
953,rambouillet.n.01,sheep.n.01
954,coati.n.01,carnivore.n.01
955,scottish_deerhound.n.01,canine.n.02
956,entellus.n.01,old_world_monkey.n.01
957,belgian_hare.n.01,mammal.n.01
958,northern_bog_lemming.n.01,placental.n.01
959,rorqual.n.01,aquatic_mammal.n.01
960,dingo.n.01,canine.n.02
961,nanny.n.02,ungulate.n.01
962,warhorse.n.03,saddle_horse.n.01
963,remount.n.01,saddle_horse.n.01
964,dormouse.n.01,rodent.n.01
965,red_squirrel.n.02,placental.n.01
966,wildcat.n.03,cat.n.01
967,leopard_cat.n.01,wildcat.n.03
968,common_eland.n.01,mammal.n.01
969,aberdeen_angus.n.01,cattle.n.01
970,homo.n.02,primate.n.02
971,woolly_rhinoceros.n.01,ungulate.n.01
972,mountain_goat.n.01,goat_antelope.n.01
973,american_marten.n.01,musteline_mammal.n.01
974,leafnose_bat.n.01,placental.n.01
975,kit_fox.n.02,mammal.n.01
976,bighorn.n.02,even-toed_ungulate.n.01
977,tiger_cat.n.02,domestic_cat.n.01
978,crowbait.n.01,odd-toed_ungulate.n.01
979,bulldog.n.01,carnivore.n.01
980,large_poodle.n.01,carnivore.n.01
981,southern_bog_lemming.n.01,mammal.n.01
982,carabao.n.01,placental.n.01
983,lesser_panda.n.01,mammal.n.01
984,large_civet.n.01,carnivore.n.01
985,flying_phalanger.n.01,mammal.n.01
986,glutton.n.02,mammal.n.01
987,atlantic_walrus.n.01,walrus.n.01
988,hedgehog.n.02,mammal.n.01
989,old_english_sheepdog.n.01,dog.n.01
990,jersey.n.05,even-toed_ungulate.n.01
991,pug.n.01,placental.n.01
992,tapir.n.01,ungulate.n.01
993,sausage_dog.n.01,canine.n.02
994,muntjac.n.01,even-toed_ungulate.n.01
995,secretariat.n.02,odd-toed_ungulate.n.01
996,wombat.n.01,mammal.n.01
997,springer_spaniel.n.01,spaniel.n.01
998,cattalo.n.01,bovid.n.01
999,mastiff_bat.n.01,placental.n.01
1000,eastern_pipistrel.n.01,placental.n.01
1001,alley_cat.n.01,placental.n.01
1002,milking_shorthorn.n.01,bovine.n.01
1003,toy_spaniel.n.01,mammal.n.01
1004,king_charles_spaniel.n.01,mammal.n.01
1005,brown_lemming.n.01,lemming.n.01
1006,pronghorn.n.01,ruminant.n.01
1007,rottweiler.n.01,shepherd_dog.n.01
1008,angora.n.03,placental.n.01
1009,tree_wallaby.n.01,marsupial.n.01
1010,irish_water_spaniel.n.01,water_spaniel.n.01
1011,mouser.n.01,placental.n.01
1012,eastern_chimpanzee.n.01,primate.n.02
1013,bandicoot_rat.n.01,mammal.n.01
1014,guernsey.n.02,ungulate.n.01
1015,tiger_cat.n.01,feline.n.01
1016,wood_mouse.n.01,rodent.n.01
1017,harvest_mouse.n.02,mammal.n.01
1018,indian_mongoose.n.01,placental.n.01
1019,saddle_horse.n.01,horse.n.01
1020,entellus.n.01,placental.n.01
1021,gazelle.n.01,bovid.n.01
1022,hack.n.06,mammal.n.01
1023,foxhound.n.01,dog.n.01
1024,pangolin.n.01,placental.n.01
1025,cheetah.n.01,placental.n.01
1026,shetland_sheepdog.n.01,carnivore.n.01
1027,lynx.n.02,cat.n.01
1028,marco_polo_sheep.n.01,bovid.n.01
1029,ocelot.n.01,feline.n.01
1030,abrocome.n.01,rodent.n.01
1031,brown_lemming.n.01,rodent.n.01
1032,schnauzer.n.01,dog.n.01
1033,collie.n.01,canine.n.02
1034,lapdog.n.01,mammal.n.01
1035,round-tailed_muskrat.n.01,mammal.n.01
1036,hackney.n.02,mammal.n.01
1037,pacific_walrus.n.01,pinniped_mammal.n.01
1038,numbat.n.01,marsupial.n.01
1039,goral.n.01,goat_antelope.n.01
1040,rhodesian_man.n.01,hominid.n.01
1041,dandie_dinmont.n.01,canine.n.02
1042,bernese_mountain_dog.n.01,working_dog.n.01
1043,margay.n.01,wildcat.n.03
1044,hyrax.n.01,placental.n.01
1045,bowhead.n.01,whale.n.02
1046,hippopotamus.n.01,mammal.n.01
1047,sloth_bear.n.01,carnivore.n.01
1048,guinea_pig.n.02,cavy.n.01
1049,cow_pony.n.01,equine.n.01
1050,ram.n.05,ruminant.n.01
1051,woodland_caribou.n.01,deer.n.01
1052,charolais.n.01,even-toed_ungulate.n.01
1053,pacer.n.02,horse.n.01
1054,quarter_horse.n.01,ungulate.n.01
1055,gnu.n.01,ruminant.n.01
1056,zebu.n.01,bovine.n.01
1057,old_world_least_weasel.n.01,placental.n.01
1058,bat.n.01,placental.n.01
1059,fruit_bat.n.01,bat.n.01
1060,white_whale.n.01,mammal.n.01
1061,old_world_least_weasel.n.01,musteline_mammal.n.01
1062,citation.n.06,horse.n.01
1063,tree_shrew.n.01,mammal.n.01
1064,grasshopper_mouse.n.01,placental.n.01
1065,wild_sheep.n.01,bovid.n.01
1066,eastern_cottontail.n.01,rabbit.n.01
1067,eastern_woodrat.n.01,wood_rat.n.01
1068,shepherd_dog.n.01,placental.n.01
1069,mylodontid.n.01,edentate.n.01
1070,golden_retriever.n.01,carnivore.n.01
1071,spider_monkey.n.01,monkey.n.01
1072,eastern_chimpanzee.n.01,chimpanzee.n.01
1073,homo_soloensis.n.01,mammal.n.01
1074,wheel_horse.n.01,odd-toed_ungulate.n.01
1075,killer_whale.n.01,placental.n.01
1076,indian_buffalo.n.01,even-toed_ungulate.n.01
1077,flickertail.n.01,placental.n.01
1078,musteline_mammal.n.01,placental.n.01
1079,bunny.n.02,mammal.n.01
1080,steed.n.01,equine.n.01
1081,vole.n.01,wood_rat.n.01
1082,american_water_spaniel.n.01,spaniel.n.01
1083,java_man.n.01,placental.n.01
1084,chigetai.n.01,placental.n.01
1085,guenon.n.01,primate.n.02
1086,mastiff.n.01,dog.n.01
1087,hack.n.06,ungulate.n.01
1088,clydesdale.n.01,placental.n.01
1089,orange_bat.n.01,carnivorous_bat.n.01
1090,mexican_pocket_mouse.n.01,pocket_rat.n.01
1091,woodland_caribou.n.01,even-toed_ungulate.n.01
1092,ram.n.05,mammal.n.01
1093,australian_sea_lion.n.01,sea_lion.n.01
1094,ocelot.n.01,carnivore.n.01
1095,feist.n.01,canine.n.02
1096,sled_dog.n.01,carnivore.n.01
1097,guernsey.n.02,mammal.n.01
1098,tamarin.n.01,new_world_monkey.n.01
1099,leveret.n.01,leporid.n.01
1100,new_world_porcupine.n.01,mammal.n.01
1101,rhodesian_ridgeback.n.01,placental.n.01
1102,saluki.n.01,placental.n.01
1103,ayrshire.n.01,bovid.n.01
1104,sand_cat.n.01,wildcat.n.03
1105,southern_bog_lemming.n.01,lemming.n.01
1106,cotswold.n.01,mammal.n.01
1107,wood_rat.n.01,mammal.n.01
1108,domestic_sheep.n.01,sheep.n.01
1109,koala.n.01,mammal.n.01
1110,pekinese.n.01,placental.n.01
1111,hispid_pocket_mouse.n.01,pocket_mouse.n.01
1112,gnu.n.01,bovid.n.01
1113,american_staffordshire_terrier.n.01,placental.n.01
1114,giant_schnauzer.n.01,carnivore.n.01
1115,wood_rabbit.n.01,lagomorph.n.01
1116,gelding.n.01,male_horse.n.01
1117,mediterranean_water_shrew.n.01,shrew.n.02
1118,cow_pony.n.01,horse.n.01
1119,seal.n.09,placental.n.01
1120,wild_goat.n.01,bovid.n.01
1121,collie.n.01,shepherd_dog.n.01
1122,dwarf_sperm_whale.n.01,cetacean.n.01
1123,mangabey.n.01,placental.n.01
1124,attack_dog.n.01,placental.n.01
1125,black_rat.n.01,rat.n.01
1126,lemming.n.01,placental.n.01
1127,new_world_beaver.n.01,placental.n.01
1128,baleen_whale.n.01,placental.n.01
1129,stepper.n.03,placental.n.01
1130,spouter.n.03,placental.n.01
1131,percheron.n.01,placental.n.01
1132,coonhound.n.01,carnivore.n.01
1133,tiger_cub.n.01,big_cat.n.01
1134,welsh.n.03,bovine.n.01
1135,wild_dog.n.01,carnivore.n.01
1136,beaver.n.07,placental.n.01
1137,vespertilian_bat.n.01,placental.n.01
1138,brahman.n.04,ungulate.n.01
1139,maltese.n.03,feline.n.01
1140,solo_man.n.01,primate.n.02
1141,durham.n.02,even-toed_ungulate.n.01
1142,dachshund.n.01,hunting_dog.n.01
1143,dall_sheep.n.01,mammal.n.01
1144,river_dolphin.n.01,dolphin.n.02
1145,mouse-eared_bat.n.01,mammal.n.01
1146,indian_elephant.n.01,placental.n.01
1147,kob.n.01,bovid.n.01
1148,old_world_beaver.n.01,mammal.n.01
1149,aoudad.n.01,ungulate.n.01
1150,hog_badger.n.01,badger.n.02
1151,two-toed_sloth.n.02,placental.n.01
1152,eastern_lowland_gorilla.n.01,primate.n.02
1153,porpoise.n.01,placental.n.01
1154,white_elephant.n.02,pachyderm.n.01
1155,marco_polo_sheep.n.01,ruminant.n.01
1156,rorqual.n.01,cetacean.n.01
1157,stepper.n.03,equine.n.01
1158,tree_squirrel.n.01,mammal.n.01
1159,alpaca.n.03,ungulate.n.01
1160,curly-coated_retriever.n.01,dog.n.01
1161,blue_point_siamese.n.01,mammal.n.01
1162,goat_antelope.n.01,even-toed_ungulate.n.01
1163,norfolk_terrier.n.01,carnivore.n.01
1164,bunny.n.02,placental.n.01
1165,howler_monkey.n.01,mammal.n.01
1166,hunting_dog.n.01,carnivore.n.01
1167,elk.n.01,ungulate.n.01
1168,native_cat.n.01,dasyurid_marsupial.n.01
1169,bluetick.n.01,hound.n.01
1170,kiang.n.01,ass.n.03
1171,mongoose.n.01,viverrine.n.01
1172,chimpanzee.n.01,great_ape.n.01
1173,appaloosa.n.01,placental.n.01
1174,schnauzer.n.01,terrier.n.01
1175,mole.n.06,placental.n.01
1176,mediterranean_water_shrew.n.01,water_shrew.n.01
1177,jackass_bat.n.01,vespertilian_bat.n.01
1178,quagga.n.01,mammal.n.01
1179,gelding.n.01,equine.n.01
1180,prancer.n.01,equine.n.01
1181,eohippus.n.01,odd-toed_ungulate.n.01
1182,cuscus.n.01,phalanger.n.01
1183,pademelon.n.01,marsupial.n.01
1184,wolf.n.01,mammal.n.01
1185,cactus_mouse.n.01,mammal.n.01
1186,mastodon.n.01,proboscidean.n.01
1187,seattle_slew.n.01,horse.n.01
1188,black-footed_ferret.n.01,musteline_mammal.n.01
1189,northern_pocket_gopher.n.01,placental.n.01
1190,bobcat.n.01,feline.n.01
1191,secretariat.n.02,placental.n.01
1192,rambouillet.n.01,bovid.n.01
1193,tabby.n.02,carnivore.n.01
1194,goat.n.01,bovid.n.01
1195,muishond.n.01,mammal.n.01
1196,wire-haired_fox_terrier.n.01,carnivore.n.01
1197,ruminant.n.01,even-toed_ungulate.n.01
1198,polecat.n.02,placental.n.01
1199,arabian_camel.n.01,ungulate.n.01
1200,black_rat.n.01,mammal.n.01
1201,charolais.n.01,bovid.n.01
1202,antelope_squirrel.n.01,placental.n.01
1203,pacific_bottlenose_dolphin.n.01,mammal.n.01
1204,setter.n.02,dog.n.01
1205,bullock.n.02,cattle.n.01
1206,kob.n.01,antelope.n.01
1207,mesohippus.n.01,odd-toed_ungulate.n.01
1208,setter.n.02,placental.n.01
1209,neandertal_man.n.01,primate.n.02
1210,dall_sheep.n.01,ungulate.n.01
1211,cairn.n.02,placental.n.01
1212,lincoln.n.03,sheep.n.01
1213,skunk.n.04,musteline_mammal.n.01
1214,tigress.n.01,big_cat.n.01
1215,common_eland.n.01,bovid.n.01
1216,welsh_springer_spaniel.n.01,sporting_dog.n.01
1217,hoary_marmot.n.01,rodent.n.01
1218,komondor.n.01,dog.n.01
1219,spearnose_bat.n.01,carnivorous_bat.n.01
1220,killer_whale.n.01,aquatic_mammal.n.01
1221,imperial_mammoth.n.01,placental.n.01
1222,fallow_deer.n.01,mammal.n.01
1223,wild_goat.n.01,ruminant.n.01
1224,friesian.n.01,cattle.n.01
1225,uakari.n.01,mammal.n.01
1226,bronco.n.01,placental.n.01
1227,blacktail_prairie_dog.n.01,prairie_dog.n.01
1228,appenzeller.n.01,canine.n.02
1229,staffordshire_bullterrier.n.01,canine.n.02
1230,morgan.n.06,saddle_horse.n.01
1231,leporid.n.01,placental.n.01
1232,bloodhound.n.01,hunting_dog.n.01
1233,angora.n.02,placental.n.01
1234,clydesdale.n.01,workhorse.n.02
1235,phalanger.n.01,metatherian.n.01
1236,hind.n.02,mammal.n.01
1237,western_chimpanzee.n.01,anthropoid_ape.n.01
1238,manul.n.01,cat.n.01
1239,homo_erectus.n.01,hominid.n.01
1240,plains_pocket_gopher.n.01,placental.n.01
1241,stirk.n.01,ungulate.n.01
1242,indian_rhinoceros.n.01,odd-toed_ungulate.n.01
1243,cur.n.01,dog.n.01
1244,mexican_pocket_mouse.n.01,pocket_mouse.n.01
1245,attack_dog.n.01,carnivore.n.01
1246,peccary.n.01,placental.n.01
1247,black_sheep.n.02,ruminant.n.01
1248,soft-coated_wheaten_terrier.n.01,canine.n.02
1249,great_pyrenees.n.01,carnivore.n.01
1250,lion_cub.n.01,mammal.n.01
1251,broodmare.n.01,odd-toed_ungulate.n.01
1252,pinto.n.01,ungulate.n.01
1253,welsh_springer_spaniel.n.01,mammal.n.01
1254,american_shrew_mole.n.01,shrew_mole.n.01
1255,guano_bat.n.01,bat.n.01
1256,tarsius_glis.n.01,tarsier.n.01
1257,kaffir_cat.n.01,mammal.n.01
1258,miniature_schnauzer.n.01,carnivore.n.01
1259,wild_sheep.n.01,placental.n.01
1260,rottweiler.n.01,working_dog.n.01
1261,bouvier_des_flandres.n.01,canine.n.02
1262,west_highland_white_terrier.n.01,placental.n.01
1263,american_saddle_horse.n.01,equine.n.01
1264,bactrian_camel.n.01,placental.n.01
1265,flying_mouse.n.01,mammal.n.01
1266,sewer_rat.n.01,rat.n.01
1267,giraffe.n.01,mammal.n.01
1268,hairy-legged_vampire_bat.n.01,mammal.n.01
1269,aberdeen_angus.n.01,beef.n.01
1270,chesapeake_bay_retriever.n.01,hunting_dog.n.01
1271,wapiti.n.01,ungulate.n.01
1272,hearing_dog.n.01,placental.n.01
1273,weimaraner.n.01,dog.n.01
1274,hack.n.07,odd-toed_ungulate.n.01
1275,cotton_mouse.n.01,placental.n.01
1276,false_vampire.n.01,carnivorous_bat.n.01
1277,yellowbelly_marmot.n.01,mammal.n.01
